"site";"species";"longitude";"latitude";"count";"sla";"n_mass";"wood_dens"
"PA_10803866010661";"populus_tremuloides";-77,02747;41,7223;1;15,06332626125;2,027468662;0,35
"PA_58400174010538";"populus_tremuloides";-80,190784;41,193237;8;15,06332626125;2,027468662;0,35
"PA_10800868010661";"populus_tremuloides";-75,49962;41,91675;1;15,06332626125;2,027468662;0,35
"PA_10762469010661";"populus_tremuloides";-75,88853;41,02786;2;15,06332626125;2,027468662;0,35
"PA_168997804010661";"populus_tremuloides";-78,22558;41,56007;16;15,06332626125;2,027468662;0,35
"PA_113492961010661";"populus_tremuloides";-77,354656;41,658834;6;15,06332626125;2,027468662;0,35
"PA_68283525010538";"populus_tremuloides";-80,0699;41,33376;2;15,06332626125;2,027468662;0,35
"PA_10804052010661";"populus_tremuloides";-77,49971;41,94451;1;15,06332626125;2,027468662;0,35
"PA_58364364010538";"populus_tremuloides";-79,262791;41,387813;2;15,06332626125;2,027468662;0,35
"PA_113492441010661";"populus_tremuloides";-76,366043;40,777967;1;15,06332626125;2,027468662;0,35
"PA_68311438010538";"populus_tremuloides";-76,29006;41,89592;1;15,06332626125;2,027468662;0,35
"PA_10804182010661";"populus_tremuloides";-77,30525;41,61118;3;15,06332626125;2,027468662;0,35
"PA_58391650010538";"populus_tremuloides";-78,794453;41,279015;1;15,06332626125;2,027468662;0,35
"PA_10763702010661";"populus_tremuloides";-76,83302;41,41674;4;15,06332626125;2,027468662;0,35
"PA_168997984010661";"populus_tremuloides";-78,78803;41,50207;1;15,06332626125;2,027468662;0,35
"PA_58346927010538";"populus_tremuloides";-78,48613;40,71755;11;15,06332626125;2,027468662;0,35
"PA_58293856010538";"populus_tremuloides";-75,80806;41,74681;10;15,06332626125;2,027468662;0,35
"PA_58294234010538";"populus_tremuloides";-77,32525;41,80429;12;15,06332626125;2,027468662;0,35
"PA_10763884010661";"populus_tremuloides";-76,66634;41,2223;1;15,06332626125;2,027468662;0,35
"PA_145020779010661";"populus_tremuloides";-79,100917;41,893376;3;15,06332626125;2,027468662;0,35
"PA_113493435010661";"populus_tremuloides";-79,262791;41,387813;2;15,06332626125;2,027468662;0,35
"PA_58344308010538";"populus_tremuloides";-76,29293;41,82467;3;15,06332626125;2,027468662;0,35
"PA_10763951010661";"populus_tremuloides";-77,44415;41,47229;6;15,06332626125;2,027468662;0,35
"PA_58370074010538";"populus_tremuloides";-80,274004;41,656961;1;15,06332626125;2,027468662;0,35
"PA_10724171010661";"populus_tremuloides";-79,94422;41,6945;10;15,06332626125;2,027468662;0,35
"PA_68289702010538";"populus_tremuloides";-77,90607;41,78808;4;15,06332626125;2,027468662;0,35
"PA_145020909010661";"populus_tremuloides";-80,110908;40,999893;3;15,06332626125;2,027468662;0,35
"PA_58295494010538";"populus_tremuloides";-77,43897;41,88066;37;15,06332626125;2,027468662;0,35
"PA_58370471010538";"populus_tremuloides";-77,516039;40,21998;2;15,06332626125;2,027468662;0,35
"PA_168997838010661";"populus_tremuloides";-78,57061;40,95386;2;15,06332626125;2,027468662;0,35
"PA_145020787010661";"populus_tremuloides";-79,224487;41,734012;1;15,06332626125;2,027468662;0,35
"PA_10724229010661";"populus_tremuloides";-80,44423;41,80561;26;15,06332626125;2,027468662;0,35
"PA_68289758010538";"populus_tremuloides";-77,634;41,9896;7;15,06332626125;2,027468662;0,35
"PA_168997844010661";"populus_tremuloides";-78,43529;40,78141;6;15,06332626125;2,027468662;0,35
"PA_68306810010538";"populus_tremuloides";-79,23799;40,98739;4;15,06332626125;2,027468662;0,35
"PA_68286372010538";"populus_tremuloides";-76,61303;40,77218;1;15,06332626125;2,027468662;0,35
"PA_68289997010538";"populus_tremuloides";-78,01702;41,92893;9;15,06332626125;2,027468662;0,35
"PA_68277524010538";"populus_tremuloides";-75,87837;41,40714;1;15,06332626125;2,027468662;0,35
"PA_58315600010538";"populus_tremuloides";-76,24539;41,26428;2;15,06332626125;2,027468662;0,35
"PA_76907633010538";"populus_tremuloides";-75,59961;41,48505;3;15,06332626125;2,027468662;0,35
"PA_168997848010661";"populus_tremuloides";-78,68402;40,72764;5;15,06332626125;2,027468662;0,35
"PA_68313777010538";"populus_tremuloides";-80,03689;41,09366;2;15,06332626125;2,027468662;0,35
"PA_10805107010661";"populus_tremuloides";-77,16636;41,63896;2;15,06332626125;2,027468662;0,35
"PA_10724393010661";"populus_tremuloides";-79,77755;41,72228;1;15,06332626125;2,027468662;0,35
"PA_10700667010661";"populus_tremuloides";-78,41641;40,63895;1;15,06332626125;2,027468662;0,35
"PA_58298245010538";"populus_tremuloides";-79,60187;41,76262;1;15,06332626125;2,027468662;0,35
"PA_76914543010538";"populus_tremuloides";-78,45829;41,95071;1;15,06332626125;2,027468662;0,35
"PA_58300847010538";"populus_tremuloides";-75,33344;41,88401;1;15,06332626125;2,027468662;0,35
"PA_10805161010661";"populus_tremuloides";-77,1108;41,66674;34;15,06332626125;2,027468662;0,35
"PA_58329715010538";"populus_tremuloides";-78,26808;41,07919;4;15,06332626125;2,027468662;0,35
"PA_145020941010661";"populus_tremuloides";-79,833992;42,142204;9;15,06332626125;2,027468662;0,35
"PA_168998012010661";"populus_tremuloides";-79,23799;40,98739;4;15,06332626125;2,027468662;0,35
"PA_10805992010661";"populus_tremuloides";-77,44415;41,97229;6;15,06332626125;2,027468662;0,35
"PA_58301687010538";"populus_tremuloides";-75,09335;41,71042;1;15,06332626125;2,027468662;0,35
"PA_10805439010661";"populus_tremuloides";-77,05525;41,58341;1;15,06332626125;2,027468662;0,35
"PA_10808487010661";"populus_tremuloides";-79,88867;41,30561;1;15,06332626125;2,027468662;0,35
"PA_122561548010661";"populus_tremuloides";-76,29293;41,82467;3;15,06332626125;2,027468662;0,35
"PA_10817748010661";"populus_tremuloides";-75,33295;41,88897;2;15,06332626125;2,027468662;0,35
"PA_168997922010661";"populus_tremuloides";-78,80825;40,81261;6;15,06332626125;2,027468662;0,35
"PA_58359592010538";"populus_tremuloides";-75,109345;41,608753;1;15,06332626125;2,027468662;0,35
"PA_10803428010661";"populus_tremuloides";-77,02747;41,63896;2;15,06332626125;2,027468662;0,35
"PA_122561366010661";"populus_tremuloides";-75,57009;41,51926;1;15,06332626125;2,027468662;0,35
"PA_168997728010661";"populus_tremuloides";-78,27182;40,86402;11;15,06332626125;2,027468662;0,35
"PA_145020819010661";"populus_tremuloides";-79,78078;40,985829;1;15,06332626125;2,027468662;0,35
"PA_10702774010661";"populus_tremuloides";-78,30529;41,5834;2;15,06332626125;2,027468662;0,35
"PA_58395412010538";"populus_tremuloides";-75,935205;41,106832;1;15,06332626125;2,027468662;0,35
"PA_76894586010538";"populus_tremuloides";-80,44647;41,52048;1;15,06332626125;2,027468662;0,35
"PA_58368761010538";"populus_tremuloides";-76,325934;40,841503;1;15,06332626125;2,027468662;0,35
"PA_10730203010661";"populus_tremuloides";-78,91642;41,61117;3;15,06332626125;2,027468662;0,35
"PA_58316490010538";"populus_tremuloides";-77,13526;41,24612;1;15,06332626125;2,027468662;0,35
"PA_113493333010661";"populus_tremuloides";-78,794453;41,279015;1;15,06332626125;2,027468662;0,35
"PA_10803621010661";"populus_tremuloides";-77,19414;41,91674;2;15,06332626125;2,027468662;0,35
"PA_58373023010538";"populus_tremuloides";-80,114882;42,017753;1;15,06332626125;2,027468662;0,35
"PA_58355179010538";"populus_tremuloides";-77,354656;41,658834;6;15,06332626125;2,027468662;0,35
"PA_122561486010661";"populus_tremuloides";-76,24539;41,26428;2;15,06332626125;2,027468662;0,35
"PA_10702945010661";"populus_tremuloides";-78,33307;41,44451;1;15,06332626125;2,027468662;0,35
"PA_58369530010538";"populus_tremuloides";-79,626064;41,650777;1;15,06332626125;2,027468662;0,35
"PA_58258545010538";"populus_tremuloides";-76,60461;41,02693;1;15,06332626125;2,027468662;0,35
"PA_113492343010661";"populus_tremuloides";-75,843172;40,950218;3;15,06332626125;2,027468662;0,35
"PA_145020647010661";"populus_tremuloides";-79,101768;41,027451;32;15,06332626125;2,027468662;0,35
"PA_58381098010538";"populus_tremuloides";-79,780415;41,098964;7;15,06332626125;2,027468662;0,35
"PA_10809272010661";"populus_tremuloides";-79,99978;41,36117;6;15,06332626125;2,027468662;0,35
"PA_58323566010538";"populus_tremuloides";-75,33703;41,34715;4;15,06332626125;2,027468662;0,35
"PA_145020685010661";"populus_tremuloides";-78,951549;41,848034;1;15,06332626125;2,027468662;0,35
"PA_58355598010538";"populus_tremuloides";-79,849722;41,528285;2;15,06332626125;2,027468662;0,35
"PA_122562222010661";"populus_tremuloides";-78,75757;41,10027;8;15,06332626125;2,027468662;0,35
"PA_10807815010661";"populus_tremuloides";-79,86089;41,50006;14;15,06332626125;2,027468662;0,35
"PA_58219528010538";"populus_tremuloides";-80,03689;41,09366;2;15,06332626125;2,027468662;0,35
"PA_10808184010661";"populus_tremuloides";-79,91645;41,50005;5;15,06332626125;2,027468662;0,35
"PA_58266262010538";"populus_tremuloides";-76,65509;41,49238;5;15,06332626125;2,027468662;0,35
"PA_10800467010661";"populus_tremuloides";-76,08298;41,91674;3;15,06332626125;2,027468662;0,35
"PA_10768381010661";"populus_tremuloides";-78,58308;41,86117;2;15,06332626125;2,027468662;0,35
"PA_10792125010661";"populus_tremuloides";-76,41635;40,50009;1;15,06332626125;2,027468662;0,35
"PA_58384116010538";"populus_tremuloides";-75,843172;40,950218;3;15,06332626125;2,027468662;0,35
"PA_58313927010538";"populus_tremuloides";-76,33294;40,27105;1;15,06332626125;2,027468662;0,35
"PA_122561404010661";"populus_tremuloides";-76,07463;40,93118;4;15,06332626125;2,027468662;0,35
"PA_58548662010538";"populus_tremuloides";-79,78078;40,985829;1;15,06332626125;2,027468662;0,35
"PA_113493545010661";"populus_tremuloides";-79,780415;41,098964;7;15,06332626125;2,027468662;0,35
"PA_58357167010538";"populus_tremuloides";-79,445081;41,917901;1;15,06332626125;2,027468662;0,35
"PA_10797968010661";"populus_tremuloides";-76,30521;41,52785;1;15,06332626125;2,027468662;0,35
"PA_58230600010538";"populus_tremuloides";-77,10874;41,67686;6;15,06332626125;2,027468662;0,35
"PA_58406262010538";"populus_tremuloides";-77,926125;41,946401;6;15,06332626125;2,027468662;0,35
"PA_58556387010538";"populus_tremuloides";-79,833992;42,142204;9;15,06332626125;2,027468662;0,35
"PA_10701669010661";"populus_tremuloides";-78,49974;40,63895;1;15,06332626125;2,027468662;0,35
"PA_10727908010661";"populus_tremuloides";-78,72197;41,30562;1;15,06332626125;2,027468662;0,35
"PA_113492221010661";"populus_tremuloides";-75,109345;41,608753;1;15,06332626125;2,027468662;0,35
"PA_10798010010661";"populus_tremuloides";-76,61078;41,52785;3;15,06332626125;2,027468662;0,35
"PA_10704182010661";"populus_tremuloides";-78,33307;41,44451;19;15,06332626125;2,027468662;0,35
"PA_58330134010538";"populus_tremuloides";-78,75757;41,10027;8;15,06332626125;2,027468662;0,35
"PA_58529103010538";"populus_tremuloides";-79,983278;41,288671;4;15,06332626125;2,027468662;0,35
"PA_58267029010538";"populus_tremuloides";-79,44732;41,16681;3;15,06332626125;2,027468662;0,35
"PA_145020307010661";"populus_tremuloides";-78,181951;40,518983;1;15,06332626125;2,027468662;0,35
"PA_58261292010538";"populus_tremuloides";-78,20135;41,95774;1;15,06332626125;2,027468662;0,35
"PA_122561580010661";"populus_tremuloides";-77,13526;41,24612;1;15,06332626125;2,027468662;0,35
"PA_58314433010538";"populus_tremuloides";-76,07463;40,93118;4;15,06332626125;2,027468662;0,35
"PA_58549365010538";"populus_tremuloides";-80,110908;40,999893;3;15,06332626125;2,027468662;0,35
"PA_68295964010538";"populus_tremuloides";-79,44796;41,2307;2;15,06332626125;2,027468662;0,35
"PA_10810145010661";"populus_tremuloides";-79,49977;41,86117;3;15,06332626125;2,027468662;0,35
"PA_76874170010538";"populus_tremuloides";-78,13664;41,65312;22;15,06332626125;2,027468662;0,35
"PA_58312113010538";"populus_tremuloides";-75,57009;41,51926;1;15,06332626125;2,027468662;0,35
"PA_58407323010538";"populus_tremuloides";-76,366043;40,777967;1;15,06332626125;2,027468662;0,35
"PA_68303089010538";"populus_tremuloides";-78,78803;41,50207;1;15,06332626125;2,027468662;0,35
"PA_58267777010538";"populus_tremuloides";-79,56427;41,26534;1;15,06332626125;2,027468662;0,35
"PA_122561428010661";"populus_tremuloides";-76,33294;40,27105;1;15,06332626125;2,027468662;0,35
"PA_76904295010538";"populus_tremuloides";-78,11055;40,49597;8;15,06332626125;2,027468662;0,35
"PA_113493717010661";"populus_tremuloides";-80,114882;42,017753;1;15,06332626125;2,027468662;0,35
"PA_58189639010538";"populus_tremuloides";-77,90607;41,78808;4;15,06332626125;2,027468662;0,35
"PA_58224617010538";"populus_tremuloides";-79,44796;41,2307;2;15,06332626125;2,027468662;0,35
"PA_58383256010538";"populus_tremuloides";-78,275078;41,582301;1;15,06332626125;2,027468662;0,35
"PA_68296677010538";"populus_tremuloides";-78,43529;40,78141;5;15,06332626125;2,027468662;0,35
"PA_10769407010661";"populus_tremuloides";-78,30529;41,72229;1;15,06332626125;2,027468662;0,35
"PA_58255232010538";"populus_tremuloides";-78,45829;41,95071;1;15,06332626125;2,027468662;0,35
"PA_113493585010661";"populus_tremuloides";-79,445081;41,917901;1;15,06332626125;2,027468662;0,35
"PA_168997666010661";"populus_tremuloides";-77,44268;41,98847;5;15,06332626125;2,027468662;0,35
"PA_113492415010661";"populus_tremuloides";-75,935205;41,106832;1;15,06332626125;2,027468662;0,35
"PA_113493731010661";"populus_tremuloides";-80,274004;41,656961;1;15,06332626125;2,027468662;0,35
"PA_58189706010538";"populus_tremuloides";-77,634;41,9896;6;15,06332626125;2,027468662;0,35
"PA_10769445010661";"populus_tremuloides";-78,22196;41,97229;1;15,06332626125;2,027468662;0,35
"PA_58386522010538";"populus_tremuloides";-79,059612;41,471731;7;15,06332626125;2,027468662;0,35
"PA_10798842010661";"populus_tremuloides";-76,63856;41,41674;2;15,06332626125;2,027468662;0,35
"PA_68273152010538";"populus_tremuloides";-78,80825;40,81261;9;15,06332626125;2,027468662;0,35
"PA_145020905010661";"populus_tremuloides";-80,05936;41,137675;2;15,06332626125;2,027468662;0,35
"PA_58189942010538";"populus_tremuloides";-78,01702;41,92893;9;15,06332626125;2,027468662;0,35
"PA_122561464010661";"populus_tremuloides";-75,80806;41,74681;10;15,06332626125;2,027468662;0,35
"PA_68297104010538";"populus_tremuloides";-78,27182;40,86402;12;15,06332626125;2,027468662;0,35
"PA_68318721010538";"populus_tremuloides";-76,08091;41,65174;7;15,06332626125;2,027468662;0,35
"PA_247104897010661";"populus_tremuloides";-75,80806;41,74681;8;15,06332626125;2,027468662;0,35
"PA_122561238010661";"populus_tremuloides";-75,09335;41,71042;1;15,06332626125;2,027468662;0,35
"PA_113493597010661";"populus_tremuloides";-79,626064;41,650777;1;15,06332626125;2,027468662;0,35
"PA_122562742010661";"populus_tremuloides";-80,33798;42,02745;2;15,06332626125;2,027468662;0,35
"PA_58172681010538";"populus_tremuloides";-78,80825;40,81261;9;15,06332626125;2,027468662;0,35
"PA_10732506010661";"populus_tremuloides";-78,91642;41,38895;2;15,06332626125;2,027468662;0,35
"PA_122561242010661";"populus_tremuloides";-75,33344;41,88401;1;15,06332626125;2,027468662;0,35
"PA_10713774010661";"populus_tremuloides";-78,30529;41,02784;2;15,06332626125;2,027468662;0,35
"PA_10799000010661";"populus_tremuloides";-76,66634;41,4723;4;15,06332626125;2,027468662;0,35
"PA_247104405010661";"populus_tremuloides";-79,52299;41,30436;2;15,06332626125;2,027468662;0,35
"PA_122562748010661";"populus_tremuloides";-80,43559;41,80648;18;15,06332626125;2,027468662;0,35
"PA_113493691010661";"populus_tremuloides";-80,190784;41,193237;10;15,06332626125;2,027468662;0,35
"PA_58530536010538";"populus_tremuloides";-79,100917;41,893376;3;15,06332626125;2,027468662;0,35
"PA_58278881010538";"populus_tremuloides";-79,33469;40,7101;8;15,06332626125;2,027468662;0,35
"PA_58225709010538";"populus_tremuloides";-78,27182;40,86402;11;15,06332626125;2,027468662;0,35
"PA_10811077010661";"populus_tremuloides";-79,61088;41,9445;3;15,06332626125;2,027468662;0,35
"PA_10750931010661";"populus_tremuloides";-79,02753;40,5834;4;15,06332626125;2,027468662;0,35
"PA_145020351010661";"populus_tremuloides";-77,726201;41,864309;1;15,06332626125;2,027468662;0,35
"PA_58262907010538";"populus_tremuloides";-78,13664;41,65312;17;15,06332626125;2,027468662;0,35
"PA_113493607010661";"populus_tremuloides";-79,849722;41,528285;2;15,06332626125;2,027468662;0,35
"PA_76894453010538";"populus_tremuloides";-80,16224;41,48807;4;15,06332626125;2,027468662;0,35
"PA_58257819010538";"populus_tremuloides";-75,45245;41,16577;1;15,06332626125;2,027468662;0,35
"PA_76854401010538";"populus_tremuloides";-79,33469;40,7101;10;15,06332626125;2,027468662;0,35
"PA_168998278010661";"populus_tremuloides";-80,03689;41,09366;2;15,06332626125;2,027468662;0,35
"PA_222096052010661";"populus_tremuloides";-76,00441;41,44621;1;15,06332626125;2,027468662;0,35
"PA_145020353010661";"populus_tremuloides";-77,749066;41,818831;1;15,06332626125;2,027468662;0,35
"PA_247104922010661";"populus_tremuloides";-76,33294;40,27105;1;15,06332626125;2,027468662;0,35
"PA_58530849010538";"populus_tremuloides";-79,224487;41,734012;1;15,06332626125;2,027468662;0,35
"PA_222096252010661";"populus_tremuloides";-75,45245;41,16577;2;15,06332626125;2,027468662;0,35
"PA_58269237010538";"populus_tremuloides";-78,35315;40,93537;1;15,06332626125;2,027468662;0,35
"PA_58245312010538";"populus_tremuloides";-78,11055;40,49597;8;15,06332626125;2,027468662;0,35
"PA_58564658010538";"populus_tremuloides";-75,530627;41,499223;2;15,06332626125;2,027468662;0,35
"PA_58332585010538";"populus_tremuloides";-79,97646;41,52876;1;15,06332626125;2,027468662;0,35
"PA_10811328010661";"populus_tremuloides";-79,55533;41,72228;4;15,06332626125;2,027468662;0,35
"PA_10770085010661";"populus_tremuloides";-78,6942;41,97228;1;15,06332626125;2,027468662;0,35
"PA_10714129010661";"populus_tremuloides";-78,66642;40,75006;1;15,06332626125;2,027468662;0,35
"PA_122562940010661";"populus_tremuloides";-79,97646;41,52876;1;15,06332626125;2,027468662;0,35
"PA_122562066010661";"populus_tremuloides";-78,48613;40,71755;18;15,06332626125;2,027468662;0,35
"PA_10813088010661";"populus_tremuloides";-79,13865;41,77784;1;15,06332626125;2,027468662;0,35
"PA_58332689010538";"populus_tremuloides";-79,94036;41,78891;3;15,06332626125;2,027468662;0,35
"PA_122562498010661";"populus_tremuloides";-79,52299;41,30436;1;15,06332626125;2,027468662;0,35
"PA_10733126010661";"populus_tremuloides";-79,88866;42,00005;2;15,06332626125;2,027468662;0,35
"PA_58269498010538";"populus_tremuloides";-78,76729;41,15396;5;15,06332626125;2,027468662;0,35
"PA_10789107010661";"populus_tremuloides";-77,80527;41,77785;3;15,06332626125;2,027468662;0,35
"PA_10811369010661";"populus_tremuloides";-79,49977;41,72228;1;15,06332626125;2,027468662;0,35
"OH_19104898010661";"populus_tremuloides";-80,41646;41,88894;1;15,06332626125;2,027468662;0,35
"PA_222096124010661";"populus_tremuloides";-75,59961;41,48505;8;15,06332626125;2,027468662;0,35
"PA_68320295010538";"populus_tremuloides";-77,44268;41,98847;5;15,06332626125;2,027468662;0,35
"PA_68321621010538";"populus_tremuloides";-77,12587;41,05173;1;15,06332626125;2,027468662;0,35
"PA_145020521010661";"populus_tremuloides";-78,230568;41,895597;4;15,06332626125;2,027468662;0,35
"PA_10789150010661";"populus_tremuloides";-77,74971;41,8334;1;15,06332626125;2,027468662;0,35
"PA_10713599010661";"populus_tremuloides";-78,5553;40,86117;1;15,06332626125;2,027468662;0,35
"PA_122561260010661";"populus_tremuloides";-75,33703;41,34715;4;15,06332626125;2,027468662;0,35
"PA_247104226010661";"populus_tremuloides";-78,26808;41,07919;5;15,06332626125;2,027468662;0,35
"PA_58333012010538";"populus_tremuloides";-80,43559;41,80648;17;15,06332626125;2,027468662;0,35
"PA_68326494010538";"populus_tremuloides";-75,37376;41,36928;11;15,06332626125;2,027468662;0,35
"PA_10714458010661";"populus_tremuloides";-78,08306;41,13895;2;15,06332626125;2,027468662;0,35
"PA_58333803010538";"populus_tremuloides";-80,01761;41,6157;1;15,06332626125;2,027468662;0,35
"PA_10733471010661";"populus_tremuloides";-79,88866;42,11117;2;15,06332626125;2,027468662;0,35
"PA_10812516010661";"populus_tremuloides";-79,11088;41,91673;4;15,06332626125;2,027468662;0,35
"PA_10713691010661";"populus_tremuloides";-78,49975;40,9445;2;15,06332626125;2,027468662;0,35
"PA_58546000010538";"populus_tremuloides";-78,181951;40,518983;1;15,06332626125;2,027468662;0,35
"PA_122562584010661";"populus_tremuloides";-79,60187;41,76262;1;15,06332626125;2,027468662;0,35
"PA_145021161010661";"populus_tremuloides";-79,983278;41,288671;4;15,06332626125;2,027468662;0,35
"PA_145021173010661";"populus_tremuloides";-75,530627;41,499223;2;15,06332626125;2,027468662;0,35
"PA_10783441010661";"populus_tremuloides";-75,33296;41,3612;1;15,06332626125;2,027468662;0,35
"PA_10695796010661";"populus_tremuloides";-76,49967;41,61119;2;15,06332626125;2,027468662;0,35
"PA_76890218010538";"populus_tremuloides";-76,00441;41,44621;1;15,06332626125;2,027468662;0,35
"PA_145021175010661";"populus_tremuloides";-76,2639;40,256185;1;15,06332626125;2,027468662;0,35
"PA_168997232010661";"populus_tremuloides";-76,08091;41,65174;6;15,06332626125;2,027468662;0,35
"PA_122562812010661";"populus_tremuloides";-77,40885;41,64833;1;15,06332626125;2,027468662;0,35
"PA_247104824010661";"populus_tremuloides";-77,13526;41,24612;1;15,06332626125;2,027468662;0,35
"PA_122562822010661";"populus_tremuloides";-78,26808;41,07919;5;15,06332626125;2,027468662;0,35
"PA_10734210010661";"populus_tremuloides";-80,49979;41,86117;5;15,06332626125;2,027468662;0,35
"PA_247104264010661";"populus_tremuloides";-80,33798;42,02745;1;15,06332626125;2,027468662;0,35
"PA_168997320010661";"populus_tremuloides";-76,29006;41,89592;1;15,06332626125;2,027468662;0,35
"PA_247104242010661";"populus_tremuloides";-77,40885;41,64833;1;15,06332626125;2,027468662;0,35
"PA_247104265010661";"populus_tremuloides";-80,36786;41,94155;4;15,06332626125;2,027468662;0,35
"PA_68323003010538";"populus_tremuloides";-79,82865;41,47272;7;15,06332626125;2,027468662;0,35
"PA_247104966010661";"populus_tremuloides";-76,07463;40,93118;3;15,06332626125;2,027468662;0,35
"PA_10740494010661";"populus_tremuloides";-79,08309;41,44451;2;15,06332626125;2,027468662;0,35
"PA_222095636010661";"populus_tremuloides";-77,10874;41,67686;6;15,06332626125;2,027468662;0,35
"PA_10694618010661";"populus_tremuloides";-76,66634;41,88896;1;15,06332626125;2,027468662;0,35
"PA_247104267010661";"populus_tremuloides";-80,43559;41,80648;12;15,06332626125;2,027468662;0,35
"PA_76891108010538";"populus_tremuloides";-78,44173;40,81778;2;15,06332626125;2,027468662;0,35
"PA_10740567010661";"populus_tremuloides";-78,99976;41,47228;1;15,06332626125;2,027468662;0,35
"PA_76869007010538";"populus_tremuloides";-75,45245;41,16577;2;15,06332626125;2,027468662;0,35
"PA_76869719010538";"populus_tremuloides";-76,60461;41,02693;1;15,06332626125;2,027468662;0,35
"PA_247104564010661";"populus_tremuloides";-78,75929;40,48474;2;15,06332626125;2,027468662;0,35
"PA_168998562010661";"populus_tremuloides";-80,0699;41,33376;2;15,06332626125;2,027468662;0,35
"PA_10717377010661";"populus_tremuloides";-78,0275;41,16673;3;15,06332626125;2,027468662;0,35
"PA_76891227010538";"populus_tremuloides";-78,35315;40,93537;1;15,06332626125;2,027468662;0,35
"PA_168998492010661";"populus_tremuloides";-77,634;41,9896;7;15,06332626125;2,027468662;0,35
"PA_10786872010661";"populus_tremuloides";-77,99972;41,63895;5;15,06332626125;2,027468662;0,35
"PA_10734527010661";"populus_tremuloides";-79,91644;41,9445;18;15,06332626125;2,027468662;0,35
"PA_222095634010661";"populus_tremuloides";-77,1697;41,6776;1;15,06332626125;2,027468662;0,35
"PA_10786944010661";"populus_tremuloides";-77,77749;41,63896;1;15,06332626125;2,027468662;0,35
"PA_76880127010538";"populus_tremuloides";-77,10874;41,67686;7;15,06332626125;2,027468662;0,35
"PA_168997076010661";"populus_tremuloides";-75,87837;41,40714;1;15,06332626125;2,027468662;0,35
"PA_76891529010538";"populus_tremuloides";-78,76729;41,15396;5;15,06332626125;2,027468662;0,35
"PA_68328947010538";"populus_tremuloides";-75,95498;41,56603;1;15,06332626125;2,027468662;0,35
"PA_10787091010661";"populus_tremuloides";-77,61082;41,52785;2;15,06332626125;2,027468662;0,35
"PA_10694921010661";"populus_tremuloides";-76,38855;41,94452;5;15,06332626125;2,027468662;0,35
"PA_222095274010661";"populus_tremuloides";-78,20135;41,95774;1;15,06332626125;2,027468662;0,35
"PA_122562644010661";"populus_tremuloides";-79,94036;41,78891;3;15,06332626125;2,027468662;0,35
"PA_10734702010661";"populus_tremuloides";-79,41643;39,86119;1;15,06332626125;2,027468662;0,35
"PA_58197931010538";"populus_tremuloides";-77,12587;41,05173;1;15,06332626125;2,027468662;0,35
"PA_222094658010661";"populus_tremuloides";-79,51508;41,96919;7;15,06332626125;2,027468662;0,35
"PA_58240282010538";"populus_tremuloides";-76,00441;41,44621;1;15,06332626125;2,027468662;0,35
"PA_247104313010661";"populus_tremuloides";-79,94036;41,78891;2;15,06332626125;2,027468662;0,35
"PA_58272394010538";"populus_tremuloides";-80,16224;41,48807;4;15,06332626125;2,027468662;0,35
"PA_247104554010661";"populus_tremuloides";-78,75757;41,10027;5;15,06332626125;2,027468662;0,35
"PA_122562152010661";"populus_tremuloides";-78,75929;40,48474;10;15,06332626125;2,027468662;0,35
"PA_58202604010538";"populus_tremuloides";-75,37376;41,36928;11;15,06332626125;2,027468662;0,35
"PA_247104318010661";"populus_tremuloides";-80,01761;41,6157;1;15,06332626125;2,027468662;0,35
"PA_58195120010538";"populus_tremuloides";-76,08091;41,65174;6;15,06332626125;2,027468662;0,35
"PA_168998450010661";"populus_tremuloides";-76,84898;40,08674;1;15,06332626125;2,027468662;0,35
"PA_122562654010661";"populus_tremuloides";-80,01761;41,6157;1;15,06332626125;2,027468662;0,35
"PA_58272534010538";"populus_tremuloides";-80,44647;41,52048;1;15,06332626125;2,027468662;0,35
"PA_168996984010661";"populus_tremuloides";-75,37376;41,36928;11;15,06332626125;2,027468662;0,35
"PA_10695170010661";"populus_tremuloides";-76,55522;41,75007;3;15,06332626125;2,027468662;0,35
"PA_58195221010538";"populus_tremuloides";-75,52997;41,88798;2;15,06332626125;2,027468662;0,35
"PA_247104674010661";"populus_tremuloides";-77,32525;41,80429;6;15,06332626125;2,027468662;0,35
"PA_10773381010661";"populus_tremuloides";-78,88865;41,66673;2;15,06332626125;2,027468662;0,35
"PA_10707567010661";"populus_tremuloides";-78,11084;40,86117;2;15,06332626125;2,027468662;0,35
"PA_10786341010661";"populus_tremuloides";-77,72193;41,66673;2;15,06332626125;2,027468662;0,35
"PA_247104675010661";"populus_tremuloides";-77,43897;41,88066;36;15,06332626125;2,027468662;0,35
"PA_76866903010538";"populus_tremuloides";-79,44732;41,16681;3;15,06332626125;2,027468662;0,35
"PA_76867689010538";"populus_tremuloides";-79,56427;41,26534;1;15,06332626125;2,027468662;0,35
"PA_10780577010661";"populus_tremuloides";-76,41634;40,77786;14;15,06332626125;2,027468662;0,35
"PA_58569778010538";"populus_tremuloides";-78,230568;41,895597;4;15,06332626125;2,027468662;0,35
"PA_10698789010661";"populus_tremuloides";-79,94422;40,91673;4;15,06332626125;2,027468662;0,35
"PA_247104859010661";"populus_tremuloides";-76,29293;41,82467;5;15,06332626125;2,027468662;0,35
