"site","country","longitude","latitude","species","count","genus","binomial","plant_height","seed_mass","sla","wood_density"
27351945,"Portugal",2735000,1945000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27352005,"Portugal",2735000,2005000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27352015,"Portugal",2735000,2015000,"PAVI",1,"Prunus","Prunus avium",18.904,214.494461538462,13.1665901410417,0.55173982851446
27352025,"Portugal",2735000,2025000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27352035,"Portugal",2735000,2035000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27352045,"Portugal",2735000,2045000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27352085,"Portugal",2735000,2085000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27352095,"Portugal",2735000,2095000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27352105,"Portugal",2735000,2105000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27451745,"Portugal",2745000,1745000,"PBOU",1,"Pyrus","Pyrus bourgaeana",10,29.5,9.87510303840766,0.52
27451755,"Portugal",2745000,1755000,"PBOU",1,"Pyrus","Pyrus bourgaeana",10,29.5,9.87510303840766,0.52
27451885,"Portugal",2745000,1885000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27451885,"Portugal",2745000,1885000,"PBOU",1,"Pyrus","Pyrus bourgaeana",10,29.5,9.87510303840766,0.52
27451895,"Portugal",2745000,1895000,"CMON",1,"Crataegus","Crataegus monogyna",6.87147619047619,110.451420223222,11.7785199958924,0.47819811777762
27451895,"Portugal",2745000,1895000,"PBOU",1,"Pyrus","Pyrus bourgaeana",10,29.5,9.87510303840766,0.52
